ID_TRAMIT;NOM_TRAMIT;DESCRIPCIO_TRAMIT;TEMA;CODI_AMBIT;DESCRIPCIO_AMBIT;IMMEDIAT;GRATUIT;REQUISITS;NORMATIVA_APLICABLE;RESPONSABLE;ENLLACOS_RELACIONATS;DATA_CREACIO;PARAULES_CLAU;CANAL_TELEMATIC;CANAL_PRSENCIAL;CANAL_TELEFONIC;CANAL_MOBIL;CANAL_QUIOSC;IDIOMA
***027187;Llicència d obres per obrir rases a la via pública;ualsevol persona física o jurídica, pública o privada, per ella mateixa o a través de representant.Com es pot fer?Oficina d¿Informació UrbanísticaImpresos modelCapDocumentació que cal aportarLlicència d¿obres menors: Normativa  En què consisteix el tràmit? La llicència d¿obres per a l¿obertura de rases suposa l¿autoritza;;0029;urbanisme;;N;Documentació que cal aportarLlicència d¿obres menors: ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***027187#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***015842;Reserves d estacionament;om es pot fer? Serveis i tràmits En què consisteix el tràmit? La llicència de reserva d¿estacionament suposa l¿autorització de l¿ocupació de la via pública per  estacionar. Tipus de llicències: 1. Reserves d¿estacionament per a persones de mobilitat reduïda  : Reserves d¿estacionament que es conced;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015842#wlp_detall_tramit;29/06/2010;;;S;N;N;;Català 
***016014;Molèsties causades per a la presència d animals;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016014#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***016030;Presència de rosegadors  o insectes a la via pública;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016030#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***015844;Llicència per col.locar pilons a la Via Pública;Obtenció de la llicència per a la col·locació de pilons a la via publica. Qui ho pot demanar? Qualsevol   persona   física   o   jurídica,   pública   o   privada,   per   ella   mateixa   o   a   través   de  representant. Com es pot fer? Presencialment Oficina d¿Informació Urbanística Impresos model Cap Documentació que cal aportar ¿ Una còpia de la sol·licitud normalitzada. ¿ Fotografia ;;0029;urbanisme;;N;Documentació que cal aportar ¿ Una còpia de la sol·licitud normalitzada. ¿ Fotografia de l¿emplaçament on es vol col·locar el piló. ¿ Full d¿autoliquidació de taxes. ;Normativa  ¿ Llei 30/1992, de 26 de novembre, de Règim Jurídic de les Administracions Públiques i  del procediment administratiu comú. ¿ Lle 26/2010, de 3 d¿agost, de règim jurídic i de procediment de les administracions  públiques de Catalunya. ¿ Altra legislació i normativa vigent, segons l¿àmbit d¿aplicació. ¿ Ordenança fiscal núm. 14 relativa a la Taxa per llicències urbanístiques. ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015844#wlp_detall_tramit;21/06/2010;;;S;N;N;;Català 
***016028;Assessorament tècnic en control de plagues;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016028#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***016033;Molèsties per la presència de coloms o d¿altres aus urbanes;;;;;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016033#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***003086;Comunicació d incidències de medi ambient;Posar en coneixement de l¿ajuntament incidències que afectin els parcs, jardins i zones verdes,  les zones forestals, la platja o la mobilitat o altres qüestions relacionades amb la protecció del  medi ambient. Qui ho pot demanar? Qualsevol persona física o jurídica  Com es pot fer? Presencialment ¿ Àrea de Medi Ambient i Mobilitat ¿ Oficines Municipals de Districte (OMD) Impresos model Cap Documentació que cal aportar Imprès degudament complimentat Normativa Cap Preu Gratuït Organisme responsable Àrea de Medi Ambient i Mobi;;0016;medi ambient;;S;Documentació que cal aportar Imprès degudament complimentat ;Normativa Cap ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***003086#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***016009;Assessorament sobre establiments alimentaris;Les   persones   interessades   a   fer   una   consulta   d¿una   activitat  relacionada  amb  el  comerç  minorista  d¿alimentac ió  o  amb  activitats  de  restauració   poden   sol·licitar   assessorament   tècnic   en   referència   als  requisits   legals   que   han   de   complir   aquests   establiments   en   relació  amb la normativa vigent. Aquest assessorament pot ser in situ al local o al Servei de Salut. Qui ho pot demanar? Qualsevol   persona   física   (en   aquest   cas   major   d¿edat)   o   jurídica   que  vulgui   assessorar-se   sobre   la   normativa   sanitària   que   ha   de   complir  una  activitat  de  comerç  minorista  d¿alimentació  o  de  restauració  en  el  municipi de Badalona. Com es pot fer? Pe;;0021;sanitat;;S; ;Normativa Llei 18/2009,  de 22 d¿octubre, de Salut Pública. ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016009#wlp_detall_tramit;14/01/2014;;;S;N;N;;Català 
***003088;Assessorament i informació sobre ús d energies renovables;Rebre informació i assessorament sobre l ús de les energies renovables. Qui ho pot demanar? Qualsevol persona física i/o jurídica Com es pot fer? Presencialment Cal   adreçar-se   al   departament   d Ecologia   Urbana   i   concertar,   prèviament,   data   i   hora.  Aquesta gestió es farà telefònicament. Documentació que cal aportar No es requereix documentació específica Normativa ¿ C;;0016;medi ambient;;S;Documentació que cal aportar No es requereix documentació específica ;Normativa ¿ Codi Tècnic de l¿Edificació (Reial Decret 314/2006, de 17 de març)  ¿ Reglament Instal·lacions Tèrmiques dels Edificis (Reial Decret 1027/2007, de 20 de  juliol)  ¿ Ordenança   Municipal   reguladora   de   la   incorporació   de   sistemes   de   captació  d¿energia solar per a usos tèrmics en les edificacions de Badalona (BOP 18/11/2003)  ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***003088#wlp_detall_tramit;08/01/2015;;;S;N;N;;Català 
***078387;BC COMUNICACIÓ DE CENTRE DE CULTE;que consisteix el tràmit? Comunicació prèvia a l inici d¿activitats de centres de culte regulades per la Llei16/2009, del  22 de juliol, dels centres de culte i pel Decret 94/2010 que la desenvolupa, amb superfície  inferior   a   100   m²   i   aforament   inferior   a   90   persones, presentada   a   l¿Ajuntament,  acompanyada de la documentació legalment preceptiva, per la que es posa en coneixement  d¿aquest que es procedirà a iniciar l¿activitat, sota l¿exclusiva responsabilitat de les persones  titulars i tècniques, des de la data de la seva presentació, sense perjudici de les facultats de  comprovació, control i inspecció que tingui atribuïdes l¿Ajuntament.  Qui ho pot demanar? Qualsevol persona física o jurídica que vulgui iniciar qualsevol activitat de centre de culte  amb superfície de culte inferior a 100 m² i aforament inferior a 90 persones. Com es pot fer? Presencialment Impresos model - Instància de sol·licitud normalitzada. - Full d¿autoliquidació de taxes. - Ce;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078387#wlp_detall_tramit;24/03/2017;;;S;N;N;;Català 
***028186;Registre d Interessos;/Idctecreation_date>  <Idcteprimary_author>User</Idcteprimary_author>  <IdcteCreator>Writer</IdcteCreator>  <Idctepublisher>OpenOffice.org 3.1</Idctepublisher>   En què consisteix el tràmit? Declaracions per incorporar al Registre d¿activitats i al registre de béns patrimonials. Els   registres   municipals   d¿activitats   i   els   de   béns   patrimonials     integren   les   preceptives  declaracions  sobre  causes  de possible  incompatibilitat  i  activitats que  proporcionin    o  pugin  proporcionar ingressos econòmics d¿activitats i les de béns i drets patrimonials dels regidors i del  personal  directiu  local  amb els  formats  normalitzats  aprovats    en sessió  plenària    signades  electrònicament   juntament amb el secretari i  les certificacions dels registre especial d¿interessos  que es  puguin presentar. Qui ho pot demanar? Únicament els electes locals, i el p;;;;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***028186#wlp_detall_tramit;23/05/2014;;;N;N;N;;Català 
***078345;Cita prèvia amb el Servei d¿Atenció al Ciutadà sobre COM TRAMITAR O CLASSIFICAR una activitat;om es pot fer?PreuPeríode de tramitacióTermini de resolucióÒrgan responsableInformació sobre les vostres dades personals En què consisteix el tràmit? Aquest tràmit consisteix en poder demanar una cita prèvia (dia/hora) per poder realitzar  consultes sobre com tramitar i presentar un expedient d¿activitats i informació d¿obres. Nota: Les consultes tècniques sobre legalitzacions d¿Acti;;0029;urbanisme;;S; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=22&idAmbito=22&idDepartamento=22&idTramite=82&idAgenda=82;27/02/2017;;;S;N;N;;Català 
***016017;Cens Municipal d¿Animals de Companyia: registre d un animal. BAIXA;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016017#wlp_detall_tramit;23/05/2014;;;N;N;N;;Català 
***016024;Recollida d¿animals exòtics o altres vius del carrer;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016024#wlp_detall_tramit;23/05/2014;;;S;S;S;;Català 
***016006;Assessorament tècnic per a la instal¿lació d¿establiments de tatuatges, micropigmentació i pírcing;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016006#wlp_detall_tramit;26/10/2015;;;N;N;N;;Català 
***016013;Lesions causades per animals;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016013#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***078391;CS SUBROGACIÓ D UN EXPEDIENT EN TRÀMIT;PUS B/SUBROGACIÓ) En que consisteix el tràmit? Sol·licitud de canvi  del peticionari d¿una llicència o autorització durant la tramitació de la  mateixa   d¿acord  amb   el   que   preveu   l¿article   29   de  l Ordenança   Municipal   d¿Activitats  i  d¿Intervenció   Ambiental  presentada   a   l¿Ajuntament,   acompanyada   de   la   documentació  legalment preceptiva.  Qui ho pot demanar? Qualsevol   persona   física   o   jurídica   interessada   que   vulgui   subrogar-se   en   el   lloc  del  peticionari d¿una llicència o autorització durant la tramitació de la mateixa. Com es pot fer? Presencialment Impresos model: - Instància de sol·licitud normalitzada - Full d¿autoliquidaci;;0029;urbanisme;;N;Documentació que cal aportar - 2 còpies de la instància de sol·licitud normalitzada. - Fotocòpia compulsada del DNI, o títol identificatiu a Espanya, d¿ambdós sotasignats. - El resguard acreditatiu d¿haver efectuat el pagament de la taxa per la tramitació de  l¿expedient, d¿acord amb allò que disposi la corresponent Ordenança fiscal (model  normalitzat). ;Normativa - Llei 30/1992, de 26 de novembre, Règim Jurídic de les Administracions Públiques i  del Procediment Administratiu Comú. - Ordenança  Municipal   d¿Activitats   i   d¿Intervenció   Ambiental   de   l¿Ajuntament   de  Badalona (BOP 81, 4/4/2003). - Ordenança fiscal núm. 12. ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078391#wlp_detall_tramit;24/03/2017;;;S;N;N;;Català 
***078260;Inscripció a les activitats per la jornada ¿Mulla¿t¿ per l¿esclerosi múltiple;/Idctecreation_date>  <Idcteprimary_author>Planas Dueso, Eulalia</Idcteprimary_author>  <IdcteCreator>Writer</IdcteCreator>  <Idctepublisher>OpenOffice.org 3.1</Idctepublisher>   En que consisteix el tràmit? Inscripció a les activitats programades per l¿activitat solidària del ¿Mulla¿t¿ per l¿esclerosi  múltiple, que tindrà lloc el proper diumenge 10 de juliol de 2016 entre les 09.30 i 13.15  hores del matí, a la Piscina Municipal Mireia Belmonte de Badalona. Les  activitats  aquàtiques  programades  aniran  adreçades  a  famílies,  infants,  joves,  adults  i  gent  gran,  amb  la  finalitat  de  participar  en  aquesta  jornada  solidària  per  l¿esclerosi múltiple, mitjançant la pràctica esportiva aquàtica.  Les activitats programades per aquest dia seran les següents: aigua gim per a totes  les edats,  aigua gim familiar i jocs d¿aigua infantils i familiars. També hi haurà un espai  destinat a les persones que vulguin nedar lliurament i sumar metres per la jornada  solidària.  Totes les activitats programades tindran un màxim de places, per tant un cop inscrit a  l¿activitat, es confirmarà si s¿ha obtingut o no la plaça.  Quan  s¿hagin  exhaurit  les  places  d¿una  activitat,  és  podrà  continuar  gestionant  la  inscripció per formar part de la llista d¿espera. Si es gestiona alguna baixa, es notificarà  i adjudicarà per ordre d¿entrada a la persona que està a la llista d¿espera.     Qui ho pot demanar? Qualsevol persona física major d¿eda;;;;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078260#wlp_detall_tramit;02/06/2016;;;N;N;N;;Català 
***002813;Certificat d empadronament;Certificat emès per l¿Ajuntament de Badalona que acredita l¿empadronament  d¿una persona en un període concret (certificat de residència). Es pot fer constar també, si així es sol·licita, el nombre de persones les quals  conviuen o convivien en el mateix domicili amb la persona interessada durant  el període objecte del certificat (certificat de residència i convivència). Per tal que apareguin les dades de la resta de persones que conviuen o han  conviscut   amb   la   persona   que   fa   la   sol·licitud,   caldrà   una   autorització  d¿aquestes (s¿haurà d¿emplenar el model d¿autorització que apareix en aquest  tràmit). Les altres Administracions Públiques o Organismes Oficials, en exercici de  les   seves   competències,   poden   consultar   les   dades   del   padró   per   via  telemàtica  mitjançant  les  plataformes  existents  o,  en  tot  cas,  sol·licitar-les  directament a l¿Ajuntament. El   certificat,   a   diferència   del   volant,   és   l¿únic   document   que   acredita  fefaentment   la   residència   individual   o   col·lectiva   d¿un   ciutadà   i   per   tant  constitueix prova davant qualsevol procés administratiu o judicial. Per a la majoria de tràmits amb altres administracions (renovació de DNI,  passaport,   permís   de   conduir,   seguretat   social,   hisenda,   empreses  proveïdores  de   serveis   de  aigua,  electricitat,  gas,  telèfon,   alguns  tràmits  d¿estrangeria, etc.), és suficient amb la presentació d¿un volant. Qui ho pot demanar? La   persona   interessada   major   d¿edat,   o   persona   amb   autorització   de   la  persona interess;;0019;padró d habitants i Cens Electoral;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***002813#wlp_detall_tramit;23/12/2016;;;S;N;N;;Català 
***078390;BX COMUNICACIÓ D ACTIVITAT RECREATIVA EXTRAORDINÀRIA;STABLIMENTS RECOLLITS  EN EL CATÀLEG DE L¿ANNEX I DEL DECRET 112/2010 (BX) En què consisteix el tràmit? Comunicació  prèvia d¿actuacions en directe,  incloses a la llei 11/2009  del 6  de juliol,  de  regulació administrativa dels espectacles públics i les activitats recreatives, i a l`article 124.e.  del decret 112/2010 de 31 d¿agost, que la desenvolupa de caràcter extraordinari. Tan sols es  poden sol·licitar quan l¿establiment objecte de la comunicació disposi del corresponent títol  habilitant. Qui ho pot demanar? Qualsevol persona física o jurídica que vulgui iniciar qualsevol de les activitats incloses a la  Llei 11/2009 i al Decret 112/2010 esmentats. Com es pot fer? Presencialment Impresos model Els podeu descarregar de la columna de la dreta. Documentació que cal aportar - Full de sol·licitud normalitz;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078390#wlp_detall_tramit;08/06/2016;;;S;N;N;;Català 
***015003;Adhesió al pacte de la mobilitat;El Pacte de Mobilitat de Badalona té l objectiu de donar respostes als reptes  de mobilitat que té la ciutat i definir criteris per compartir l¿ús de l¿espai públic,  per poder incrementar la qualitat de vida dels ciutadans, el medi ambient,  l¿accessibilitat urbana i la seguretat, i fer de Badalona una ciutat sostenible,  accessible i segura, dotada d¿una bona xarxa de transport públic i d¿una nova  mobilitat urbana de qualitat. Per participar-hi, cal dur a terme la inscripció i, a partir d¿aquest moment, es  comunicarà   als   participants,   a   través   de   correu   electrònic,   les   diverses  convocatòries   del   Consell   de   Mobilitat   que   és   l¿òrgan   de   participació  encarregat de debatre, analitzar i identificar les causes dels problemes de la  mobilitat de la ciutat, així com definir objectius i prioritzar accions per millorar  la  situació  actual.  El  Consell  de  Mobilitat  acostuma  a  celebrar-se  quatre  vegades a l¿any. Qui ho pot demanar? Les Entitats, les Associacions en general i les persones jurídiques Com es pot fer? Presencialment: Presentant la sol·licitud al Registre General en qualsevol de  les oficines habilitades Documentació que cal aportar Si s escau, documentació acreditativa dels poders de representació Preu Gratuït Or;;;;;S; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015003#wlp_detall_tramit;04/12/2014;;;S;N;N;;Català 
***078413;GX LLICÈNCIA D ACTIVITAT RECREATIVA EXTRAORDINÀRIA;ORDINÀRIA (GX) En que consisteix el tràmit? Són  espectacles o  activitats recreatives de caràcter extraordinari  els que es realitzen  en  establiments oberts al públic que disposen de llicència, autorització o comunicació prèvia  davant l¿administració per a una activitat diferent de la que es pretén realitzar, o en un espai  obert al públic o a altres establiments que no tenen la consideració de locals de concurrència  pública. Sempre cal complir les condicions exigibles per a la realització de l¿espectacle públic o de  l¿activitat recreativa i per tant cal complir tota la normativa urbanística, de seguretat, sanitària,  etc.  Es   poden   realitzar   a   un   màxim   de   12   espectacles   o   activitats   recreatives   de   caràcter  extraordinari a l¿any. Si no hi ha resolució expressa dins d¿aquest termini, la llicència s¿entén denegada per silenci  administratiu negatiu. Si l¿activitat és en espai públic, caldrà obtenir també el permís d¿ocupació d¿espai públic. Un cop es tingui la llicència i les instal·lacions estiguin preparades per al seu ús, abans de  l¿inici de l¿activitat caldrà el control inicial d¿una EAC. Exemples Espectacle recreatiu que no estava contemplat en la llicència original d¿una activitat. Concert esporàdic en un espai públic o privat. Etc. No són activitats recreatives extraordinàries: Circs Fires d¿atraccions, comercials o similars Festes populars Qui ho pot demanar? Qualsevol persona física o jurídica.  Com es pot fer? Presencialment Impresos model Els podeu descarregar de la columna de la dreta. Documentació que cal aportar 1. Projecte tècni;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078413#wlp_detall_tramit;08/06/2016;;;S;N;N;;Català 
***078411;GF LLICÈNCIA MUNICIPAL D¿ACTIVITATS DE CIRC I D¿ALTRES ACTIVITATS RECREATIVES EN ESTABLIMENTS NO PERMANENTS DESMUNTABLES TANCATS O DELIMITATS, COBERTS PARCIAL O TOTALMENT;;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078411#wlp_detall_tramit;07/03/2017;;;S;N;N;;Català 
***016020;Recollida d¿animals de companyia vius del carrer;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016020#wlp_detall_tramit;23/05/2014;;;S;S;S;;Català 
***078342;Cita prèvia amb l enginyer del Dep. de Llicències d¿Activitats, sobre DUBTES TÈCNICS DEL PROJECTE, Sr. Jaume Tejedor;om es pot fer? En què consisteix el tràmit? Aquest   tràmit   consisteix   en   poder   demanar   una   cita   prèvia   (dia/hora)   per   poder   realitzar  consultes tècniques relatives a tràmits que s¿hagin de sol·licitar o que restin en tràmit, ateses  pel Sr. Jaume Tejedor Boixaderas (enginyer, ref. JTB)  del Departament de Llicències  d¿Activitats. Cal tenir en compte el següen;;0029;urbanisme;;N; ; ;;http://badalona.cat/appExtSC/citaprevia/solicitudPaso2!ccbs?idServicio=62&idAmbito=2&idDepartamento=82&idTramite=266&idAgenda=264;27/02/2017;;;S;N;N;;Català 
***016023;Recollida d un animal mort del carrer;;;0021;sanitat;;S; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016023#wlp_detall_tramit;23/05/2014;;;S;S;S;;Català 
***078389;BR COMUNICACIÓ D ACTIVITAT RECREATIVA;(BR)En que consisteix el tràmit?Qui ho pot demanar?Com es pot fer?Impresos modelDocumentació que cal aportar COMUNICACIÓ D¿ESPECTACLE O ACTIVITAT RECREATIVA (BR) En que consisteix el tràmit? Comunicació prèvia a l¿inici d¿espectacles o activitats recreatives, incloses a la llei 11/2009 del 6  de juliol, de regulació administrativa dels espectacles públics i les activitat;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078389#wlp_detall_tramit;08/06/2016;;;S;N;N;;Català 
***016025;Incidències en la qualitat de l¿aigua de xarxa;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016025#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***016026;Cens Municipal de Torres de refrigeració;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016026#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***079326;P PARCEL·LACIÓ, DIVISIÓ O SEGREGACIÓ DE TERRENYS;ys. En que consisteix el tràmit? Sol·licitud de llicència de divisió simultània o segregació successiva de terrenys en dos o  més lots, llevat que derivin d¿un expedient d¿expropiació forçosa o estiguin emparades en un  projecte de reparcel·lació aprovat definitivament. Qui ho pot demanar? Qualsevol persona física o jurídica. Impresos model - Instància de sol·licitud normalitzada. (P)  - Declaració responsable del/la la tècnic/a competent. Requisits previs - Els   instruments   de   planejament   i   gestió   corresponents   han   d¿estar   aprovats  definitivament. - Es recomana l¿;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***079326#wlp_detall_tramit;08/07/2016;;;S;N;N;;Català 
***016029;Assessorament tècnic en control del mosquit tigre;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016029#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***016032;Assessorament per a la presència de rosegadors o insectes en domicilis particulars;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016032#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***016034;Queixa pel consum o adquisició de productes alimentaris en  mal estat;Les   persones   que   vulguin   fer   arribar   una   queixa   pel   consum   o  l¿adquisició   de   producte   alimentaris   en   mal   estat,   o   perquè   s¿han  observat   deficiències   d¿higiene   o   de   manipulac ió,   en   establiments  d¿alimentació  del municipi (bars, restaurants, queviures, etc.). Qui ho pot demanar? Qualsevol persona física (en aquest  cas major d¿edat) o jurídica. Com es pot fer? Electrònicament:    Mitjançant  el  formulari  electrònic  publicat  en  aquesta  Seu  electrònica.  Només  cal  clicar  al  link    Fes-ho  ara.  On line   i  seguir  les indicacions Presencial  : La  queixa  s ha  ;;0021;sanitat;;S;Documentació que cal aportar La   persona   que   presenti   la   instància   pot   acompanyar-la   de   la  documentació que consideri adient. ;Normativa Llei 18/2009 de 22 d¿octubre de Salut Pública ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016034#wlp_detall_tramit;07/01/2015;;;S;N;N;;Català 
***078354;B1 COMUNICACIÓ AMBIENTAL; tràmit? Comunicació  prèvia  a  l inici  d activitats  amb  una  baixa  incidència  ambiental  i  que  estan  incloses a l¿annex III de la Llei 20/2009.  Qui ho pot demanar? Qualsevol persona física o jurídica que vulgui ser titular d¿una activitat.  Com es pot fer? Presencialment Impresos model Els podeu descarregar en pdf de la columna de la dreta. Documentació que cal aportar Documentació tècnica (2 còpies),  signada per l interessat i el tècnic. El contingut mínim;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078354#wlp_detall_tramit;07/06/2016;;;S;N;N;;Català 
***016027;Assessorament  tècnic sobre mesures de control de coloms i altres aus;;;0021;sanitat;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***016027#wlp_detall_tramit;23/05/2014;;;S;N;N;;Català 
***078434;BM COMUNICACIÓ DE MODIFICACIÓ NO SUBSTANCIAL D¿UNA ACTIVITAT JA LEGALITZADA I FUNCIONANT;  ACTIVITAT JA LEGALITZADA I FUNCIONANT En que consisteix el tràmit? Comunicació de modificació no substancial d¿una activitat ja legalitzada i funcionant.  Qui ho pot demanar? Qualsevol persona física o jurídica que tingui una activitat legalitzada i funcionant. Com es pot fer? Presencialment Impresos model Els podeu descarregar en pdf de la columna de la dreta. Documentació que cal aportar 2 còpies,  signades per l interessat i el tècnic. El contingut mínim de la docum;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***078434#wlp_detall_tramit;23/03/2017;;;S;N;N;;Català 
***032225;Baixa subscripció guia jove  Connecta! ;per tal de deixar de rebre la newsletter  Connecta!  que edita el Departament de Joventut i que s envia periòdicament als usuaris amb un recull d  informació d interès per a joves (serveis juvenils, programació d activitats...) Qui ho pot demanar? Tots els ciutadans Com es pot fer? En línia: A través de la pàgina web municipal: Home de Joventut (apartat de tràmits electrònics) o bé des de la pròpia newsletter Documentació que cal aportar Cap. Només cal emplenar els camps ressenyats en el formulari electrònic  habilitat per sol·licitar la baixa. Preu Gratuït Organisme responsable Ajuntament de Badalona Període de tramitació Tot;;0014;joventut;;S; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***032225#wlp_detall_tramit;23/11/2011;;;N;N;N;;Català 
***015845;Llicència de Gual;om es pot fer?Servei d¿Atenció al CiutadàImpresos modelModel MLLG (canvi de titular, modificacions, duplicat i baixa de gual)Documentació que cal aportar Serveis i tràmits En què consisteix el tràmit? La llicència de gual suposa l¿autorització per a l¿ús restringit de la via pública (vorera) per a ;;0029;urbanisme;;N; ; ;;https://seu.badalona.cat/portalWeb/badalona.portal?_nfpb=true&_pageLabel=detall_tramit&dDocName=***015845#wlp_detall_tramit;26/09/2016;;;S;N;N;;Català 
