DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
S-02004;2019;823;1;OTRAS ENTIDADES ASEGURADORAS;1
S-02004;2019;6732;1;OTROS CAFES Y BARES;2
S-02004;2019;9429;1;OTROS SERV. SANITARIOS;3
S-02004;2019;8439;1;OTROS SERVICIOS TECNICOS NCOP;1
S-02004;2019;732;2;PROCURADORES;1
S-02004;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02004;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02004;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;4
S-02004;2019;8493;1;SERV. TRADUCCION Y SIMILARES;1
S-02004;2019;922;1;SERVICIOS DE LIMPIEZA;1
S-02004;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;3
S-02004;2019;841;1;SERVICIOS JURIDICOS;1
S-02004;2019;774;2;TRADUCTORES E INTERPRETES;1
S-02005;2019;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);1
S-02005;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02005;2019;6521;1;FARMACIAS;1
S-02005;2019;9812;1;JARDINES DE RECREO;1
S-02005;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;2
S-02006;2019;622;1;COM.MAY.OTROS PTOS. RECUPERACION;1
S-02006;2019;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-02006;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;2
S-02007;2019;811;1;BANCA;1
S-02007;2019;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-02007;2019;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-02008;2019;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02008;2019;755;1;AGENCIAS DE VIAJES;2
S-02008;2019;811;1;BANCA;1
S-02008;2019;6731;1;BARES CATEGORIA ESPECIAL;1
S-02008;2019;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;1
S-02008;2019;6532;1;COM.MEN.APARATOS DE USO DOMESTICO;1
S-02008;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-02008;2019;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-02008;2019;6461;1;COM.MEN.TABACOS EN EXPENDIDURIA;1
S-02008;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-02008;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;3
S-02008;2019;4681;1;FAB. MOBILIARIO DE MADERA PARA EL HOGAR;1
S-02008;2019;6521;1;FARMACIAS;1
S-02008;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;2
S-02008;2019;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;1
S-02008;2019;9429;1;OTROS SERV. SANITARIOS;1
S-02008;2019;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-02008;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02008;2019;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02009;2019;6424;1;COM.MEN.CARNICERIAS;1
S-02009;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-02009;2019;6522;1;COM.MEN.PTOS.DROGUERIA,PERFUMERIA;1
S-02009;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02010;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-02010;2019;3141;1;FAB. ART. CARPINTERIA METALICA;1
S-02010;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-02010;2019;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-02011;2019;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-02011;2019;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;2
S-02011;2019;6541;1;COM.MEN.VEHICULOS TERRESTRES;1
S-02011;2019;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;1
S-02011;2019;8329;1;OTROS SERV. AUXILIARES DE SEGUROS;1
S-02011;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-02011;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02011;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;1
S-02011;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-02012;2019;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;1
S-02012;2019;6135;1;COM.MAY.CAMISERIA,LENCERIA,MERCERIA,...;1
S-02012;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-02012;2019;3199;1;TALLERES MECANICOS NCOP;1
S-02013;2019;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-02013;2019;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;1
S-02013;2019;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;2
S-02013;2019;833;2;ESTOMATOLOGOS;1
S-02013;2019;3141;1;FAB. ART. CARPINTERIA METALICA;1
S-02013;2019;6521;1;FARMACIAS;1
S-02013;2019;6732;1;OTROS CAFES Y BARES;3
S-02013;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02014;2019;811;1;BANCA;1
S-02014;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-02014;2019;833;2;ESTOMATOLOGOS;1
S-02014;2019;6521;1;FARMACIAS;1
S-02014;2019;6732;1;OTROS CAFES Y BARES;1
S-02014;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-02015;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-02015;2019;9722;1;SALONES E INSTITUTOS DE BELLEZA;1
S-02015;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-03001;2019;859;1;ALQUILER OTROS BIENES MUEBLES NCOP;2
S-03001;2019;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);2
S-03001;2019;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;1
S-03001;2019;611;1;COM. MAY. TODA CLASE DE MERCANCIAS;2
S-03001;2019;6124;1;COM.MAY. CARNES,HUEVOS,AVES Y CAZA;1
S-03001;2019;6152;1;COM.MAY. DE MUEBLES;1
S-03001;2019;6162;1;COM.MAY. HIERRO Y ACERO;1
S-03001;2019;6191;1;COM.MAY. JUGUETES Y ARTICULOS DEPORTE;1
S-03001;2019;6175;1;COM.MAY. MAQUINARIA PARA MADERA Y METAL;2
S-03001;2019;6174;1;COM.MAY. MATERIALES CONSTRUCCION;1
S-03001;2019;6128;1;COM.MAY. PESCADOS;1
S-03001;2019;6195;1;COM.MAY.ART.PAPELERIA Y ESCRITORIO;2
S-03001;2019;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-03001;2019;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;3
S-03001;2019;622;1;COM.MAY.OTROS PTOS. RECUPERACION;1
S-03001;2019;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;2
S-03001;2019;6166;1;COM.MAY.PTOS. QUIMICOS INDUSTRIALES;1
S-03001;2019;6143;1;COM.MAY.PTOS.MANTENIMIENTO HOGAR;2
S-03001;2019;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;1
S-03001;2019;6131;1;COM.MAY.PTOS.TEXTILES,CONFECC, Y CALZADO;1
S-03001;2019;6132;1;COM.MAY.TEJIDOS POR METROS, ALFOMBRAS;1
S-03001;2019;6151;1;COM.MAY.VEHICULOS Y SUS ACCESORIOS;2
S-03001;2019;6553;1;COM.MEN.CARBURANTES Y ACEITES VEHICULOS;1
S-03001;2019;6545;1;COM.MEN.DE TODA CLASE DE MAQUINARIA;1
S-03001;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-03001;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-03001;2019;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-03001;2019;6541;1;COM.MEN.VEHICULOS TERRESTRES;1
S-03001;2019;3254;1;CONST. MAQ. ELEVACION Y MANIPULACION;1
S-03001;2019;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;2
S-03001;2019;441;1;CURTICION Y ACABADO DE CUEROS Y PIELES;1
S-03001;2019;4822;1;FAB. ART. ACABADOS MATERIAS PLASTICAS;1
S-03001;2019;4733;1;FAB. ART. OFICINA, ESCRITORIO, EN PAPEL;1
S-03001;2019;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;1
S-03001;2019;2471;1;FAB. ARTICULOS REFRACTARIOS;1
S-03001;2019;2537;1;FAB. COLAS Y GELATINAS;1
S-03001;2019;3142;1;FAB. ESTRUCTURAS METALICAS;1
S-03001;2019;4732;1;FAB. OTROS ART. Y ENVASES PAPEL Y CARTON;1
S-03001;2019;3261;1;FAB.ENGRANAJES,CADENAS DE TRANSMISION;1
S-03001;2019;4132;1;FAB.PTOS.CARNICOS DE TODAS CLASES;2
S-03001;2019;312;1;FORJA,ESTAMPADO,EMBUTICION,TROQUELADO;1
S-03001;2019;8436;1;INSPECCION TECNICA DE VEHICULOS;1
S-03001;2019;831;2;MEDICOS MEDICINA GENERAL;1
S-03001;2019;4769;1;OTRAS EDICIONES NCOP;1
S-03001;2019;699;1;OTRAS REPARACIONES NCOP;1
S-03001;2019;3169;1;OTROS ART. ACABADOS EN METALES NCOP;1
S-03001;2019;6732;1;OTROS CAFES Y BARES;1
S-03001;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-03001;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;3
S-03001;2019;6715;1;RESTAURANTES DE UN TENEDOR;1
S-03001;2019;4131;1;SACRIFICIO Y DESPIECE DE GANADO;1
S-03001;2019;9212;1;SERV. RECOGIDA DE BASURAS Y DESECHOS;1
S-03001;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-03001;2019;3191;1;TALLERES DE MECANICA EN GENERAL;1
S-03001;2019;313;1;TRATAMIENTO Y RECUBRIMIENTO DE METALES;5
S-03002;2019;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;1
S-03002;2019;6162;1;COM.MAY. HIERRO Y ACERO;1
S-03002;2019;6178;1;COM.MAY. MAQUINAS Y MATERIAL OFICINA;1
S-03002;2019;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;1
S-03002;2019;6143;1;COM.MAY.PTOS.MANTENIMIENTO HOGAR;1
S-03002;2019;6541;1;COM.MEN.VEHICULOS TERRESTRES;1
S-03002;2019;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-03002;2019;9331;1;ENSEù. CONDUCCION VEHICULOS;1
S-03002;2019;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;1
S-03002;2019;4822;1;FAB. ART. ACABADOS MATERIAS PLASTICAS;4
S-03002;2019;3141;1;FAB. ART. CARPINTERIA METALICA;1
S-03002;2019;2542;1;FAB. ESPECIALIDADES FARMACEUTICAS;4
S-03002;2019;4819;1;FAB. OTROS ART. CAUCHO NCOP;1
S-03002;2019;4959;1;FAB. OTROS ART. NCOP;1
S-03002;2019;9671;1;INSTALACIONES DEPORTIVAS;1
S-03002;2019;3241;1;MAQUINAS IND. ALIMENT.,BEBIDAS Y TAB.;1
S-03002;2019;4769;1;OTRAS EDICIONES NCOP;1
S-03002;2019;3169;1;OTROS ART. ACABADOS EN METALES NCOP;1
S-03002;2019;6732;1;OTROS CAFES Y BARES;1
S-03002;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-03002;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-03002;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-03002;2019;8496;1;SERV.COLOCACION Y SUMINISTRO DE PERSONAL;1
S-03003;2019;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;1
S-03003;2019;6595;1;COM.MEN.ART.JOYERIA,RELOJERIA,BISUTERIA;1
S-03003;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-03003;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-03003;2019;945;1;CONSULTAS Y CLINICAS VETERINARIAS;1
S-03003;2019;342;1;FAB.MATERIAL ELECTRICO DE USO Y EQUIP.;2
S-03003;2019;726;2;GRADUADOS SOCIALES;1
S-03003;2019;4191;1;INDUSTRIA DEL PAN Y BOLLERIA;1
S-03003;2019;887;2;MAQUILLADORES Y ESTETICISTAS;1
S-03003;2019;6732;1;OTROS CAFES Y BARES;1
S-03003;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-03003;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-03003;2019;3191;1;TALLERES DE MECANICA EN GENERAL;2
S-03004;2019;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;1
S-03004;2019;475;1;ACTIVIDADES ANEXAS ARTES GRAFICAS;1
S-03004;2019;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;1
S-03004;2019;9422;1;BALNEARIOS Y BAùOS;1
S-03004;2019;811;1;BANCA;1
S-03004;2019;6178;1;COM.MAY. MAQUINAS Y MATERIAL OFICINA;1
S-03004;2019;6197;1;COM.MAY.INSTRUM.PRECISION Y MEDIDA;1
S-03004;2019;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;1
S-03004;2019;6166;1;COM.MAY.PTOS. QUIMICOS INDUSTRIALES;1
S-03004;2019;6151;1;COM.MAY.VEHICULOS Y SUS ACCESORIOS;1
S-03004;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);1
S-03004;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-03004;2019;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-03004;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-03004;2019;682;1;HOSPEDAJE EN HOSTALES Y PENSIONES;1
S-03004;2019;834;2;ODONTOLOGOS;1
S-03004;2019;6732;1;OTROS CAFES Y BARES;2
S-03004;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-03004;2019;692;1;REPARACION DE MAQUINARIA INDUSTRIAL;1
S-03004;2019;6715;1;RESTAURANTES DE UN TENEDOR;1
S-03004;2019;8495;1;SERVICIOS RECAD.,REPARTO Y MANIP. CORRES;1
S-03005;2019;811;1;BANCA;1
S-03005;2019;6142;1;COM.MAY.PTOS.PERFUMERIA,DROGUERIA;1
S-03005;2019;3166;1;FAB. MOBILIARIO METALICO;1
S-03005;2019;3167;1;FAB. RECIPIENTES Y ENVASES METALICOS;1
S-03005;2019;3112;1;FUNDICION PIEZAS METALES NO FERREOS;1
S-03006;2019;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;1
S-03006;2019;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-03006;2019;453;1;CONFECC. TODA CLASE PRENDAS VESTIR;1
S-03006;2019;2474;1;FAB. VAJILLAS Y ARTICULOS PARA EL HOGAR;1
S-03006;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-03006;2019;8495;1;SERVICIOS RECAD.,REPARTO Y MANIP. CORRES;1
S-03007;2019;6127;1;COM.MAY. VINOS Y VINAGRES DEL PAIS;1
S-03007;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-03007;2019;6465;1;COM.MEN.TABACO MAQUINAS AUTOMATICAS;1
S-03007;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;3
S-03007;2019;353;1;FAB.APARAT.SEùALIZACION,CONTROL;1
S-03007;2019;6521;1;FARMACIAS;1
S-03007;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-03007;2019;832;2;MEDICOS ESPECIALISTAS;1
S-03007;2019;9429;1;OTROS SERV. SANITARIOS;1
S-03007;2019;999;1;OTROS SERVICIOS N.C.O.P.;1
S-03007;2019;922;1;SERVICIOS DE LIMPIEZA;1
S-03007;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;2
S-03007;2019;841;1;SERVICIOS JURIDICOS;1
S-03007;2019;3163;1;TORNILLERIA Y ART. DERIVADOS ALAMBRE;1
S-03008;2019;9794;1;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;1
S-03008;2019;721;2;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;1
S-03008;2019;6432;1;COM.MEN.BACALAO Y SALAZONES;1
S-03008;2019;6516;1;COM.MEN.CALZADO Y COMPLEMENTOS PIEL;1
S-03008;2019;6424;1;COM.MEN.CARNICERIAS;1
S-03008;2019;6426;1;COM.MEN.CASQUERIAS;1
S-03008;2019;641;1;COM.MEN.FRUTAS,VERDURAS;1
S-03008;2019;6425;1;COM.MEN.HUEVOS,AVES,GRANJA Y CAZA;3
S-03008;2019;6596;1;COM.MEN.JUGUETES,ART.DEPORTE,ARMAS...;1
S-03008;2019;6513;1;COM.MEN.LENCERIA Y CORSETERIA;1
S-03008;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);2
S-03008;2019;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;2
S-03008;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-03008;2019;6431;1;COM.MEN.PESCADOS;2
S-03008;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;3
S-03008;2019;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;2
S-03008;2019;6443;1;COM.MEN.PTOS.PASTELERIA,BOLLERIA;1
S-03008;2019;6511;1;COM.MEN.PTOS.TEXTILES PARA EL HOGAR;1
S-03008;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-03008;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-03008;2019;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;1
S-03008;2019;6521;1;FARMACIAS;1
S-03008;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-03008;2019;838;2;OPTICOS-OPTOMETRISTAS Y PODOLOGOS;1
S-03008;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-03009;2019;411;2;ARQUITECTOS;2
S-03009;2019;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);1
S-03009;2019;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;1
S-03009;2019;811;1;BANCA;2
S-03009;2019;6134;1;COM.MAY.CALZADO,PELETERIA,MARROQUINERIA;1
S-03009;2019;6539;1;COM.MEN.ART.HOGAR NCOP;1
S-03009;2019;6423;1;COM.MEN.CARNICERIAS-SALCHICHERIAS;1
S-03009;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-03009;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-03009;2019;6471;1;COM.MEN.PTOS.ALIMENTICIOS Y BEBIDAS;1
S-03009;2019;6622;1;COM.MEN.TODA CLASE ART. EN OTROS LOCALES;1
S-03009;2019;3299;1;CONST. OTRAS MAQ. Y EQUIPOS NCOP;1
S-03009;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-03009;2019;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-03009;2019;821;1;ENTIDADES ASEGURADORES DE VIDA Y CAPIT.;1
S-03009;2019;777;2;ESPECIALISTAS ORIENTACION Y ANALISIS PER;1
S-03009;2019;3223;1;FAB.UTILES PARA MAQUINAS HERRAMIENTAS;1
S-03009;2019;7512;1;GUARDIA Y CUSTODIA VEHICULOS 'PARKING';1
S-03009;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-03009;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-03009;2019;8431;1;SERVICIOS TECNICOS DE INGENIERIA;1
S-03010;2019;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;1
S-03010;2019;811;1;BANCA;1
S-03010;2019;6431;1;COM.MEN.PESCADOS;1
S-03010;2019;6512;1;COM.MEN.PRENDAS DE VESTIR Y TOCADO;1
S-03010;2019;6473;1;COM.MEN-PTOS.ALIMENTICIOS 120 - 399 M2;1
S-03010;2019;6597;1;COM.MEN.SEMILLAS,ABONOS,FLORES,PLANTAS;1
S-03010;2019;9321;1;ENSEùANZA FORMACION PROF. NO SUPERIOR;1
S-03010;2019;463;1;FAB. SERIE PIEZAS DE CARPINTERIA;1
S-03010;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-03010;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;2
S-03011;2019;755;1;AGENCIAS DE VIAJES;1
S-03011;2019;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;1
S-03011;2019;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;1
S-03011;2019;811;1;BANCA;1
S-03011;2019;6174;1;COM.MAY. MATERIALES CONSTRUCCION;2
S-03011;2019;6546;1;COM.MEN.CUBIERTAS,BANDAS Y CAMARAS AIRE;1
S-03011;2019;6621;1;COM.MEN.EN ECONOMATOS Y COOP. DE CONSUMO;1
S-03011;2019;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-03011;2019;9621;1;DISTRIBUCION Y VENTA DE PELICULAS;1
S-03011;2019;775;2;DOCTORES Y LICENCIADOS EN FILOSOFIA;1
S-03011;2019;7515;1;ENGRASE Y LAVADO DE VEHICULOS;1
S-03011;2019;9312;1;ENSEùANZA EDUCACION GENERAL BASICA;1
S-03011;2019;821;1;ENTIDADES ASEGURADORES DE VIDA Y CAPIT.;1
S-03011;2019;3141;1;FAB. ART. CARPINTERIA METALICA;1
S-03011;2019;3162;1;FAB. ARTICULOS DE FERRETERIA/CERRAJERIA;1
S-03011;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-03011;2019;832;2;MEDICOS ESPECIALISTAS;1
S-03011;2019;734;2;REGISTRADORES;1
S-03011;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;1
S-03011;2019;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-03011;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;2
S-03011;2019;224;1;TREFILADO,ESTIRADO Y LAMINADO DE ACERO;1
S-03012;2019;411;2;ARQUITECTOS;1
S-03012;2019;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;1
S-03012;2019;6613;1;COM.MEN.ALMACENES POPULARES;1
S-03012;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-03012;2019;6594;1;COM.MEN.LIBROS,PERIODICOS,REVISTAS.;1
S-03012;2019;6534;1;COM.MEN.MATERIALES DE CONSTRUCCION;1
S-03012;2019;6514;1;COM.MEN.MERCERIA Y PAQUETERIA;1
S-03012;2019;6531;1;COM.MEN.MUEBLES (EXCEPTO OFICINA);3
S-03012;2019;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-03012;2019;6431;1;COM.MEN.PESCADOS;1
S-03012;2019;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-03012;2019;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-03012;2019;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-03012;2019;4551;1;CONFECC. ART. TEXTILES HOGAR/TAPICERIA;1
S-03012;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-03012;2019;945;1;CONSULTAS Y CLINICAS VETERINARIAS;1
S-03012;2019;4231;1;ELAB. CAFE, TE, Y SUCEDANEOS;1
S-03012;2019;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-03012;2019;9672;1;ESCUELAS Y SERV. PERFECC. DEL DEPORTE;1
S-03012;2019;833;2;ESTOMATOLOGOS;2
S-03012;2019;871;2;EXPENDEDORES OFICIALES LOTERIAS;1
S-03012;2019;845;1;EXPLOTACION ELECTRONICA POR TERCEROS;1
S-03012;2019;4959;1;FAB. OTROS ART. NCOP;1
S-03012;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-03012;2019;832;2;MEDICOS ESPECIALISTAS;1
S-03012;2019;831;2;MEDICOS MEDICINA GENERAL;2
S-03012;2019;9339;1;OTROS ACTIV. ENSEùANZA;1
S-03012;2019;6732;1;OTROS CAFES Y BARES;1
S-03012;2019;9429;1;OTROS SERV. SANITARIOS;1
S-03012;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-03012;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;3
S-03012;2019;834;1;SERV. PROPIEDAD INMOBILIARIA E INDUSTRIA;2
S-03012;2019;922;1;SERVICIOS DE LIMPIEZA;1
S-03012;2019;842;1;SERVICIOS FINANCIEROS Y CONTABLES;1
S-03012;2019;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-03013;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-03013;2019;6474;1;COM.MEN.PTOS.ALIMENTICIOS SUP.400 M2;1
S-03013;2019;6715;1;RESTAURANTES DE UN TENEDOR;1
S-03013;2019;844;1;SERVICIOS PUBLICIDAD, RELACIONES PUBLIC.;1
S-04001;2019;943;1;CONSULTAS CLINICAS ESTOMAT. Y ODONTOLOG.;1
S-04002;2019;731;2;ABOGADOS;1
S-04002;2019;6533;1;COM.MEN.ART.MENAJE,FERRETERIA,ADORNO;1
S-04002;2019;6592;1;COM.MEN.MUEBLES Y MAQUINAS DE OFICINA;1
S-04002;2019;6441;1;COM.MEN.PAN,PASTELES,CONFITERIA,LACTEOS;1
S-04002;2019;3254;1;CONST. MAQ. ELEVACION Y MANIPULACION;1
S-04002;2019;776;2;DRES.LICENC.POLITICAS,SOCIALES,LETRAS;1
S-04002;2019;835;2;FARMACEUTICOS;1
S-04002;2019;6521;1;FARMACIAS;1
S-04002;2019;9311;1;GUARDERIA Y ENSE#ANZA INFANTIL,EXCLUSIV.;1
S-04002;2019;6732;1;OTROS CAFES Y BARES;1
S-04002;2019;8499;1;OTROS SERVICIOS INDEPENDIENTES NCOP;1
S-04002;2019;6912;1;REPARACION AUTOMOVILES Y BICICLETAS;3
S-04002;2019;8497;1;SERV. GESTION ADMINISTRATIVA;1
S-04002;2019;9721;1;SERV. PELUQUERIA SEùORAS Y CABALLEROS;1
S-04003;2019;6132;1;COM.MAY.TEJIDOS POR METROS, ALFOMBRAS;1
S-04003;2019;6151;1;COM.MAY.VEHICULOS Y SUS ACCESORIOS;1
S-04003;2019;6431;1;COM.MEN.PESCADOS;1
S-04003;2019;6472;1;COM.MEN.PTOS.ALIMENTICIOS MENOS 120 M2;1
S-04003;2019;6464;1;COM.MEN.TABACO CON VENTA POR RECARGO;1
S-04003;2019;4239;1;ELAB. OTROS PTOS. ALIMENTICIOS NCOP;1
S-04003;2019;6521;1;FARMACIAS;1
S-04003;2019;6732;1;OTROS CAFES Y BARES;1
