CODI_CARRER;CODI_CARRER_INE;SIGLA;NOM_OFICIAL;NOM_CURT;NRE_MIN;NRE_MAX
06200;0801506200;CARRE;Torrent d'en Grau;TORRENT D'EN GRAU;1;66
06210;0801506210;CARRE;Torrent d'en Valls;TORRENT D'EN VALLS;1;59
06160;0801506160;CARRE;Tortosa;TORTOSA;1;215
06240;0801506240;CARRE;Tossa de Mar;TOSSA DE MAR;1;10
06250;0801506250;PL;Trafalgar;TRAFALGAR;1;32
06255;0801506255;CARRE;Tramuntana;TRAMUNTANA;0;37
06260;0801506260;CARRE;Transversal;TRANSVERSAL;2;4
09055;0801509055;CARRE;Treballadors;TREBALLADORS;1;30
06275;0801506275;CARRE;Tresmall;TRESMALL;1;21
06280;0801506280;CARRE;Triomf;TRIOMF;0;71
05220;0801505220;PSAJE;Turó de les Maleses;TURO DE LES MALESES;1;14
05210;0801505210;PSAJE;Turó d'en Boscà;TURO D'EN BOSCA;1;14
06300;0801506300;CARRE;Unió;UNIO;8;74
06310;0801506310;CARRE;Urà;URA;1;35
06320;0801506320;CARRE;Uruguai;URUGUAI;0;0
06330;0801506330;CARRE;Usandizaga;USANDIZAGA;1;17
06335;0801506335;PL;Vaixell 'Maria Assumpta';VAIXELL MARIA ASSUMPTA;1;10
06340;0801506340;CARRE;València;VALENCIA;1;86
02550;0801502550;PL;Valentí Almirall;VALENTI ALMIRALL;1;6
08351;0801508351;CAMI;Vallensana;VALLENSANA;0;0
08352;0801508352;URB;Vallensana A;VALLENSANA A;0;5
08353;0801508353;URB;Vallensana B;VALLENSANA B;0;5
08354;0801508354;URB;Vallensana C;VALLENSANA C;0;11
08355;0801508355;URB;Vallensana D;VALLENSANA D;0;5
08356;0801508356;URB;Vallensana E;VALLENSANA E;0;82
08357;0801508357;URB;Vallensana F;VALLENSANA F;0;97
06350;0801506350;CARRE;Vallès;VALLES;0;38
06370;0801506370;CARRE;Vallespir;VALLESPIR;0;20
06380;0801506380;CARRE;Vallromanes;VALLROMANES;1;11
06360;0801506360;CARRE;Valls d'Andorra;VALLS D'ANDORRA;26;66
06390;0801506390;CARRE;Vallvidrera;VALLVIDRERA;1;33
09303;0801509303;PL;Vapor;VAPOR;1;20
06415;0801506415;ZONA;Vehicle Sant Fermi, 16;VEHICLE SANT FERMI, 16;0;0
06420;0801506420;CARRE;Velázquez;VELAZQUEZ;0;52
06430;0801506430;CARRE;Vélez Blanco;VELEZ BLANCO;0;0
06440;0801506440;CARRE;Vélez Rubio;VELEZ RUBIO;1;31
06445;0801506445;CAMI;Vell de Montcada;VELL DE MONTCADA;0;0
06450;0801506450;PSAJE;Venècia;VENECIA;0;10
06460;0801506460;CARRE;Veneçuela;VENEÇUELA;0;0
06470;0801506470;PSAJE;Ventós i Mir;VENTOS MIR;1;33
06465;0801506465;AVGDA;Vents;VENTS;0;80
06475;0801506475;CARRE;Ventura Gassol;VENTURA GASSOL;0;0
06490;0801506490;CARRE;Venus;VENUS;1;17
06500;0801506500;CARRE;Verdi;VERDI;2;20
06505;0801506505;CARRE;Verema;VEREMA;1;11
06590;0801506590;GRUP;Verge Assumpta;VERGE ASSUMPTA;0;0
06610;0801506610;GRUP;Verge de la Salut;VERGE DE LA SALUT;0;0
02350;0801502350;CARRE;Via Augusta;VIA AUGUSTA;1;50
06520;0801506520;CARRE;Vic;VIC;1;16
06525;0801506525;CARRE;Víctor Balaguer;VICTOR BALAGUER;1;53
02620;0801502620;PL;Vila;VILA;1;9
06560;0801506560;CARRE;Vila i Vall-llebrera;VILA I VALL-LLEBRERA;1;54
06540;0801506540;CARRE;Vilamajor;VILAMAJOR;1;11
06550;0801506550;CARRE;Vilanova i la Geltrú;VILANOVA I LA GELTRU;1;28
06570;0801506570;CARRE;Vilassar de Mar;VILASSAR DE MAR;1;4
06580;0801506580;PSAJE;Viñas;VIÑAS;1;31
06620;0801506620;CARRE;Viriat;VIRIATO;1;10
06535;0801506535;PL;Voluntaris Olímpics;VOLUNTARIS OLIMPICS;1;3
06650;0801506650;CARRE;Wagner;WAGNER;58;87
06635;0801506635;CARRE;Xaloc;XALOC;1;13
09208;0801509208;PL;Xarol;XAROL;22;44
09302;0801509302;CARRE;Xarol;XAROL;1;23
06643;0801506643;CARRE;Xavier Nogués;XAVIER NOGUES;1;18
01500;0801501500;CARRE;Xile;XILE;1;53
